,reqId,date,open,high,low,close,volume,count,WAP,hasGaps
388,9000,20170503  07:30:00,2384.25,2384.5,2383.0,2383.0,2738,467,2383.85,False
389,9000,20170503  08:30:00,2383.25,2383.25,2382.0,2382.75,4275,866,2382.475,False
390,9000,20170503  09:30:00,2382.75,2383.0,2382.5,2382.75,989,313,2382.675,False
391,9000,20170503  10:30:00,2383.0,2383.5,2382.5,2383.0,1872,405,2382.975,False
392,9000,20170503  11:30:00,2382.75,2383.25,2382.5,2382.5,3837,745,2382.775,False
393,9000,20170503  12:30:00,2382.75,2383.0,2381.25,2382.25,12224,1921,2382.025,False
394,9000,20170503  13:30:00,2382.5,2382.5,2381.25,2382.0,7573,1107,2381.9,False
395,9000,20170503  14:30:00,2382.0,2382.75,2381.25,2382.0,5809,1012,2381.925,False
396,9000,20170503  15:30:00,2382.0,2382.75,2381.0,2382.25,5304,878,2381.95,False
397,9000,20170503  16:30:00,2382.5,2383.5,2381.75,2382.75,7359,1360,2382.825,False
398,9000,20170503  17:30:00,2382.75,2383.0,2381.5,2382.5,16304,2297,2382.225,False
399,9000,20170503  18:30:00,2382.5,2383.5,2380.25,2382.25,110510,13420,2381.875,False
400,9000,20170503  19:30:00,2382.5,2383.5,2375.5,2377.25,231462,21269,2379.975,False
401,9000,20170503  20:30:00,2377.5,2382.5,2377.0,2381.75,131605,12755,2379.65,False
402,9000,20170503  21:30:00,2381.75,2382.5,2380.0,2381.0,57622,6168,2381.35,False
403,9000,20170503  22:30:00,2381.0,2382.0,2378.5,2380.75,63105,6851,2380.275,False
404,9000,20170503  23:30:00,2380.75,2384.0,2379.0,2383.0,124099,16121,2381.675,False
405,9000,20170504  00:30:00,2383.25,2386.0,2381.75,2383.75,209061,15792,2383.825,False
406,9000,20170504  01:30:00,2383.5,2384.5,2382.25,2382.75,54253,3899,2383.8,False
407,9000,20170504  02:00:00,2383.0,2383.25,2381.75,2382.25,5435,839,2382.325,False
408,9000,20170504  03:30:00,2382.0,2382.75,2381.25,2382.25,3042,674,2382.125,False
409,9000,20170504  04:30:00,2382.25,2386.5,2382.0,2385.5,8181,1252,2384.625,False
410,9000,20170504  05:30:00,2385.25,2386.25,2385.25,2386.0,4424,926,2385.875,False
411,9000,20170504  06:30:00,2386.0,2386.75,2385.75,2386.0,3942,923,2386.2,False
412,9000,20170504  07:30:00,2386.0,2386.5,2385.25,2386.0,2651,658,2385.9,False
413,9000,20170504  08:30:00,2386.0,2387.0,2386.0,2386.75,2527,537,2386.525,False
414,9000,20170504  09:30:00,2386.5,2386.75,2386.0,2386.5,1699,372,2386.2,False
415,9000,20170504  10:30:00,2386.5,2386.75,2385.5,2385.75,1668,361,2386.125,False
416,9000,20170504  11:30:00,2385.75,2386.75,2385.5,2386.25,6561,1009,2386.175,False
417,9000,20170504  12:30:00,2386.25,2387.5,2384.75,2385.5,17598,2629,2385.925,False
418,9000,20170504  13:30:00,2385.25,2387.75,2385.25,2387.5,8850,1319,2387.0,False
419,9000,20170504  14:30:00,2387.75,2390.25,2387.75,2389.75,12003,1723,2389.325,False
420,9000,20170504  15:30:00,2389.75,2390.25,2389.25,2389.75,9815,1239,2389.55,False
421,9000,20170504  16:30:00,2389.75,2390.75,2389.5,2390.0,11594,1629,2390.075,False
422,9000,20170504  17:30:00,2390.0,2390.0,2386.25,2387.5,35610,4113,2388.275,False
423,9000,20170504  18:30:00,2387.25,2388.0,2381.25,2382.5,173494,17282,2384.5,False
424,9000,20170504  19:30:00,2382.75,2386.75,2382.0,2384.25,176957,18992,2384.675,False
425,9000,20170504  20:30:00,2384.0,2386.75,2382.75,2383.25,119521,12981,2384.6,False
426,9000,20170504  21:30:00,2383.25,2384.0,2376.0,2383.25,197268,18797,2380.025,False
427,9000,20170504  22:30:00,2383.25,2385.0,2381.25,2383.5,89915,9811,2383.025,False
428,9000,20170504  23:30:00,2383.75,2386.25,2380.25,2383.25,134299,13769,2383.875,False
